question,answer,source,language,url
"समाधान ढांचे के अनुबंध के पैरा 4 में यह बताया गया है कि ऋण की बकाया राशि जिसके संदर्भ में समाधान हेतु विचार किया जा सकता है, के लिए संदर्भ तिथि 1 मार्च 2020 होगी। क्या इसका यह मतलब है कि केवल 1 मार्च 2020 को बकाया ऋण का ही समाधान ढांचे के तहत समाधान किया जा सकता है?","समाधान ढांचे के अनुबंध के पैराग्राफ 4 में उल्लिखित शर्त उस तारीख के संबंध में एक सामान्य खंड है, जिसके आधार पर समाधान ढांचे के तहत समाधान के लिए पात्रता मानदंडों का मूल्यांकन किया जा सकता है। समाधान ढांचे के अनुबंध के भाग ए और भाग बी के तहत समाधान के लिए खातों की पात्रता तय करने के संबंध में संदर्भ तिथि का विशेष रूप से लागू होना क्रमशः पैराग्राफ 6 और 13 में अलग से निर्दिष्ट किया गया है, यानी, यह आवश्यकता है कि उधारकर्ताओं को मानक के रूप में वर्गीकृत किया जाना चाहिए, लेकिन 1 मार्च 2020 तक किसी भी उधार देने वाली संस्था के साथ वे 30 दिनों से अधिक समय तक चूक में नहीं हो। समाधान के लिए विचार किया जाने वाला वास्तविक ऋण वह होगा, जो समाधान को सक्रिय किए जाने की तारीख (प्रारम्भ तिथि) में बकाया है।",RBI,hi,https://www.rbi.org.in/hindi/Scripts/Faqs.aspx?ID=77
क्या 7 जुलाई 2016 के मास्‍टर निदेश विसविवि.केंका.प्‍लान.1/04.09.01/2016-17 (अद्यतित) के पैरा 6.1 में सूचीबद्ध सभी कृषि ऋण समाधान ढांचे के तहत अयोग्य है? क्या एमएफआई द्वारा किसान परिवारों को दिए गए जेएलजी ऋण समाधान ढांचे के तहत समाधान योजना के लिए पात्र हैं?,"एनबीएफसी सहित सभी उधार दाता संस्थाओं के सभी कृषि ऋण एक्सपोजर, जो 7 जुलाई 2016 के मास्‍टर निदेश विसविवि.केंका.प्‍लान.1/04.09.01/2016-17 (अद्यतित) के पैरा 6.1 में सूचीबद्ध प्रकार के हैं, किंतु जिसमें डेयरी, मत्स्य पालन, पशुपालन, पोल्ट्री, मधुमक्खी पालन और रेशम पालन जैसी संबन्धित गतिविधियां शामिल नहीं है, को समाधान ढांचे के दायरे से बाहर रखा गया है। उपर्युक्त के अनुपालन में, किसान परिवारों को दिए गए ऋण समाधान ढांचे के तहत समाधान के लिए पात्र होंगे, यदि वे समाधान ढांचे की अपवर्जन सूची की किसी अन्य शर्तों को पूरा नहीं करते हैं।",RBI,hi,https://www.rbi.org.in/hindi/Scripts/Faqs.aspx?ID=77
"स्थावर संपदा क्षेत्र और अन्य क्षेत्रों में जहां एक कंपनी की आम तौर पर कई लिखतों के माध्यम से वित्त पोषित कई परियोजनाएं हो सकती हैं, क्या आईसीए, एस्क्रो खाते और निर्धारित थ्रेशहोल्ड सहित वित्तीय मापदंडों को विधिक संस्था अस्तित्व, जिसके लिए ऋण देने वाली संस्थाओं को एक्सपोजर हो सकता है, के बजाय परियोजना स्तर पर लागू किया जा सकता है?","जिस संस्था के प्रति उधारदाता संस्थाओं का एक्सपोजर है, उसके संबंध में आईसीए की आवश्यकता, दिनांक 7 जून 2019 के दबावग्रस्त आस्तियों के समाधान के लिए विवेकपूर्ण ढांचे की, और परिणामस्वरूप समाधान ढांचे की भी एक बुनियादी विशेषता है। उधारदाता संस्थाओं को विधिक संस्था, जिसके प्रति उनका एक्सपोजर है, के संबंध में आईसीए तैयार करने के लिए पर्याप्त छुट दी गयी है, जिसमें मामले-दर-मामले के आधार पर प्रत्येक उधारकर्ता की विशिष्ट आवश्यकताओं को संबोधित किया जा सकता है. आईसीए के भीतर एक ही उधारकर्ता की विभिन्न परियोजनाओं के लिए विभिन्न समाधान पद्धतियो को डिजाइन किया जाना भी शामिल है। इसी प्रकार, समाधान ढांचे में अपेक्षित विधिक संस्था स्तर पर खोले जाने वाले एस्क्रो खाते के अलावा, यदि ऋणदाता चाहें तो प्रत्येक परियोजना स्तर पर अतिरिक्त अलग-अलग एस्क्रो खाते स्थापित करने में कोई प्रतिबंध नहीं है। केवल स्थावर संपदा क्षेत्र से संबंधित उधारकर्ताओं, जिनके आवासीय और वाणिज्यिक स्थावर संपदा व्यवसाय दोनों हैं, के संबंध में वित्तीय मापदंडों के लिए निर्धारित थ्रेशहोल्ड परियोजना स्तर पर लागू किए जा सकते हैं।",RBI,hi,https://www.rbi.org.in/hindi/Scripts/Faqs.aspx?ID=77
"समाधान ढांचे में कहा गया है कि पात्रता शर्तों को पूरा नहीं करने वाले खातों पर संस्थाओं की विशिष्ट श्रेणी पर लागू विवेकपूर्ण ढांचे के तहत विचार किया जाना जारी रखा जा सकता है। क्या इसका यह मतलब है कि जो वैकल्पिक समाधान ढांचा वित्तीय संस्थानों की एक विशिष्ट श्रेणी के लिए उपलब्ध है, जैसे मास्टर परिपत्र – आवास वित्त कंपनी (एनएचबी) निदेश, 2010 के पैराग्राफ 2(1) (जेडसी) (ii) में आवास वित्त कंपनियों के लिए और 1 जुलाई, 2015 को आय निर्धारण, आस्ति वर्गीकरण, प्रावधानीकरण और अन्य संबंधित - शहरी सहकारी बैंक विषय पर जारी मास्टर परिपत्र के पैराग्राफ 2.2.7.21 के अनुसार शहरी सहकारी बैंकों के गैर-कोविड प्रभावित उधारकर्ताओं के लिए लागू होता रहेगा?","कोविड-19 से संबंधित दबाव के लिए समाधान ढांचे पर 6 अगस्त 2020 को जारी परिपत्र के तहत समाधान के लिए पात्र उधारकर्ताओं हेतु, यदि परिपत्र के तहत समाधान प्रक्रिया लागू की जाती है तो 6 अगस्त 2020 का परिपत्र लागू होगा। अन्य सभी उधारकर्ताओं के लिए मौजूदा निर्देश जैसा कि अन्यथा लागू है, अभी भी लागू होंगे। हालांकि, यदि कोई संस्था अन्यथा समाधान ढांचे के तहत समाधान के लिए पात्र है, तो महामारी से उत्पन्न दबाव के समाधान के लिए केवल समाधान ढांचे का ही उपयोग किया जा सकता है।",RBI,hi,https://www.rbi.org.in/hindi/Scripts/Faqs.aspx?ID=77
"क्या जेएलजी उधारकर्ताओं सहित, व्यक्तियों को दिए जाने वाले माइक्रोफाइनेंस ऋण, समाधान ढांचे के तहत समाधान के लिए पात्र हैं? इसी प्रकार, क्या गैर-कृषि गतिविधियों में लगे स्वयं सहायता समूहों (एसएचजी) को स्वीकृत ऋण समाधान ढांचे के तहत लाभ के पात्र हैं?","पात्रता मानदंडों को पूरा करने वाले सभी ऋण, जब तक कि समाधान ढांचे के अनुबंध के पैरा 2 के विशिष्ट अपवर्जन सूची मे शामिल नहीं हैं, उक्त क्र सं 2 के स्पष्टीकरण के तहत समाधान ढांचे के दायरे के अधीन होंगे। ये ऋण, यदि समाधान ढांचे के अनुबंध के पैराग्राफ 2 में उल्लिखित श्रेणियों में से किसी के अंतर्गत नहीं आते हैं, तो वे दिनांक 4 जनवरी 2018 को एक्सबीआरएल विवरणी – बैंकिंग सांख्यिकी को सुसंगत बनाना विषय पर जारी परिपत्र बैंविवि.सं.बीपी.बीसी.99/08.13.100/2017-18 में परिभाषित ""व्यक्तिगत ऋण"" के दायरे में आने पर अनुबंध के भाग ए के तहत समाधान के लिए पात्र हैं, भले ही वे स्पष्ट रूप से किसी भी विनियामकीय/पर्यवेक्षी रिपोर्टिंग में, या अनुबंध के भाग बी के तहत स्पष्ट रूप से वर्गीकृत नहीं किए गए हैं।",RBI,hi,https://www.rbi.org.in/hindi/Scripts/Faqs.aspx?ID=77
समाधान योजना के अनुबंध के पैराग्राफ 8 में यह कहा गया है कि इस ढांचे के अंतर्गत समाधान को 31 दिसंबर 2020 से बाद लागू नहीं किया जा सकता है और इसे सक्रिय किए जाने की तारीख से 90 दिनों के भीतर लागू किया जाना चाहिए। इस संदर्भ में 'सक्रिय' और कार्यान्वयन शब्दों से क्या तात्पर्य है?,"समाधान ढांचे के अनुबंध के क्रमश पैराग्राफ 7 और 10 में पात्र व्यक्तिगत ऋणों के संबंध में आरंभ और कार्यान्वयन की परिभाषाएं दी गई हैं। अन्य पात्र ऋणों के संबंध में, ‘सक्रिय’ का तात्पर्य समाधान ढांचे के अनुबंध के पैराग्राफ 14 और 15 के अनुसार होगा जबकि ‘कार्यान्वयन’ दबावग्रस्त आस्तियों के समाधान के लिए विवेकपूर्ण ढांचा विषय पर 7 जून, 2019 को जारी परिपत्र के पैराग्राफ 14-16 में दिए गए व्याख्या के अनुसार किया जाएगा ।",RBI,hi,https://www.rbi.org.in/hindi/Scripts/Faqs.aspx?ID=77
"क्या समाधान ढांचा सभी एक्सपोजर पर लागू होता है, जिसमें निवेश एक्सपोजर शामिल हैं जो कॉर्पोरेट बॉन्ड, वाणिज्यिक पेपर आदि जैसे क्रेडिट विकल्प हैं?","समाधान ढांचे को निवेश एक्सपोजर सहित पात्र-उधारकर्ताओं को ऋण देने वाली संस्थाओं के सभी एक्सपोजर के समाधान के लिए लागू किया जा सकता है। हालांकि, किसी विशेष एक्सपोजर के संबंध में संबंधित वित्तीय क्षेत्र के विनियामकों और भारतीय रिज़र्व बैंक के अन्य विभागों द्वारा जारी सभी दिशा-निर्देश भी लागू रहेंगे ।",RBI,hi,https://www.rbi.org.in/hindi/Scripts/Faqs.aspx?ID=77
क्या समाधान ढ़ांचे में निर्धारित विभिन्न अतिरिक्त प्रावधान उन एनबीएफसी पर भी लागू हैं जो इंडएएस का पालन कर रहे हैं?,"जिन एनबीएफसी को भारतीय लेखा मानक (इंडएएस) का पालन करने की आवश्यकता है, वे पहले की तरह, ऋण जोखिम में महत्वपूर्ण बढ़त की पहचान और प्रत्याशित ऋण हानि की गणना के लिए अपने बोर्ड द्वारा विधिवत अनुमोदित दिशानिर्देश और आईसीएआई के परामर्श से निर्देशित होंगी। तथापि दिनांक 6 अगस्त 2020 के परिपत्र में बताए गए अतिरिक्त प्रावधान, भारतीय लेखा मानक के कार्यान्वयन पर दिनांक 13 मार्च 2020 के परिपत्र विवि(एनबीएफसी).सीसी.पीडी.सं. 109/22.10.106/2019-20 के अनुबंध के पैरा 2 के प्रयोजन के लिए विवेकपूर्ण आधार होंगे।",RBI,hi,https://www.rbi.org.in/hindi/Scripts/Faqs.aspx?ID=77
"क्या समाधान ढ़ांचे के तहत निर्धारित अतिरिक्त प्रावधान, बनाए रखे जाने वाले विशिष्ट प्रावधानों के रूप माने जाएंगे या सामान्य प्रावधानों के रूप में, जो टियर 2 पूंजी में शामिल करने के लिए अंशतः पात्र होंगे?",समाधान ढ़ांचे के तहत निर्धारित विभिन्न अतिरिक्त प्रावधान विचाराधीन प्रत्येक एक्सपोजर के संबंध में बनाए रखे जाने हेतु अपेक्षित विशिष्ट प्रावधान हैं।,RBI,hi,https://www.rbi.org.in/hindi/Scripts/Faqs.aspx?ID=77
क्या उधारदाता संस्थाएँ इस समाधान ढ़ांचे के तहत कार्यान्वित की जाने वाली परियोजनाओं के संबंध में वाणिज्यिक परिचालन के आरंभ की तारीख (डीसीसीओ) के स्थगन सहित समाधान योजना लागू कर सकती हैं?,"कार्यांन्वित की जाने वाली वैसी परियोजनाएं जिसमें डीसीसीओ का स्थगन शामिल है, उनकी पुनर्रचना समाधान ढ़ांचे के दायरे से बाहर है। दिनांक 1 जुलाई 2015 के परिपत्र बैंविवि.सं.बीपी.बीसी. 2/21.04.048/2015-16 के पैरा 4.2.15 और दिनांक 7 फरवरी 2020 के बैंविवि.सं.बीपी.बीसी.33/21.04.048/2019-20 और उधारदाता संस्थाओं की विशिष्ट श्रेणी पर लागू अन्य प्रासंगिक अनुदेशों में निहित विनियमों में पहले ही डीसीसीओ के संशोधन और इसके परिणामस्वरूप पुनर्रचना माने बिना पुनर्भुगतान शेड्यूल में बदलाव की अनुमति है, जो इंफ्रास्ट्रचर परियोजना के मामले में अधिकतम चार वर्ष और गैर-इंफ्रास्ट्रक्चर परियोजना के मामले में अधिकतम दो वर्ष है (वाणिज्यिक स्थावर संपदा एक्सपोजर सहित)। उक्त के अलावा, स्वामित्व में बदलाव के मामले में परियोजना का डीसीसीओ और दो वर्ष के लिए बढ़ाया जा सकता है जो उपर्युक्त अनुदेशों में निर्दिष्ट शर्तों के अधीन होगा।",RBI,hi,https://www.rbi.org.in/hindi/Scripts/Faqs.aspx?ID=77
"क्या समाधान ढ़ांचे के तहत आईसीए पर अनिवार्य रूप से हस्ताक्षर करने के लिए बैंकिंग प्रणाली के पास समग्र बकाया एक्सपोजर के संबंध में कोई न्यूनतम कट-ऑफ है? साथ ही, क्या आईसीए मानदंड व्यक्तियों द्वारा व्यवसायिक उद्देश्य के लिए दो या अधिक बैंकों से लिए गए ऋण पर लागू होते हैं?","यदि कई उधारदाता संस्थाओं का ऐसे उधारकर्ता के प्रति एक्सपोजर है, जिसका समाधान इस ढ़ांचे के अनुबंध के भाग बी के अनुसार किया जा रहा है, तो ऐसे उधारकर्ता के प्रति एक्सपोजर वाली सभी उधारदाता संस्थाओं का आईसीए में रहना आवश्यक है।",RBI,hi,https://www.rbi.org.in/hindi/Scripts/Faqs.aspx?ID=77
"समाधान ढ़ांचे के अनुबंध के पैराग्राफ 33 में, यह कहा गया है कि उन खातों के संबंध में, जहां समाधान प्रक्रिया के सक्रिय होनेके समय उधारदाता संस्थाओं का कुल एक्सपोजर ₹100 करोड़ और इससे अधिक है, उन्हें विवेकपूर्ण ढ़ांचे के तहत रिज़र्व बैंक द्वारा प्राधिकृत किसी एक क्रेडिट रेटिंग एजेंसी (सीआरए) द्वारा स्वतंत्र क्रेडिट मूल्यांकन (आईसीई) की आवश्यकता होगी। इस उद्देश्य के लिए न्यूनतम वांछित आईसीई प्रतीक क्या होगा?","समाधान ढ़ांचे के तहत केवल ऐसी समाधान योजनाओं पर विचार किया जाएगा, जिन्हें सीआरए से अवशिष्ट ऋण के लिए आरपी4 या इससे बेहतर का क्रेडिट अभिमत मिलता है। यदि एक से अधिक सीआरए से क्रेडिट अभिमत लिया जाता है, तो ऐसे सभी क्रेडिट अभिमत आरपी4 या बेहतर होने चाहिए।",RBI,hi,https://www.rbi.org.in/hindi/Scripts/Faqs.aspx?ID=77
"सरकार द्वारा एमएसएमई की परिभाषा 26 जून, 2020 की अधिसूचना द्वारा बदल दी गई थी। चूंकि समाधान ढ़ांचे के लिए संदर्भ तिथि 1 मार्च, 2020 है, समाधान योजना के तहत समाधान के लिए पात्र होने या नहीं होने के लिए एमएसएमई की कौन सी परिभाषा लागू होगी?","समाधान योजना के तहत समाधान के लिए पात्र होने या नहीं होने के उद्देश्य से एमएसएमई की परिभाषा वही होगी जो 1 मार्च, 2020 को मौजूद थी।",RBI,hi,https://www.rbi.org.in/hindi/Scripts/Faqs.aspx?ID=77
"दिनांक 7 सितंबर, 2020 के परिपत्र में केवल कुछ क्षेत्रों को सूचीबद्ध किया गया है जिनके संबंध में अनिवार्य वित्तीय मापदंडों के लिए थ्रेशहोल्ड मूल्य निर्धारित किए गए हैं। क्या इसका मतलब यह है कि समाधान ढ़ांचे अन्य क्षेत्रों से संबंधित उधारकर्ताओं पर लागू नहीं है?","दिनांक 6 अगस्त, 2020 के परिपत्र के अनुबंध के पैरा 2 में निर्दिष्ट अपवादों के अतिरिक्त सभी पात्र उधारकर्ताओं के संबंध में समाधान ढांचा लागू है। जिन क्षेत्रों के संबंध में क्षेत्र-विशिष्ट थ्रेशहोल्ड दिनांक 7 सितंबर 2020 के परिपत्र में निर्दिष्ट नहीं किये गये हैं, उधारदाता संस्थाएँ टीओएल/ एटीएनडब्ल्यू और कुल ऋण /ईबीआईटीडीए के संबंध में अपना आंतरिक मूल्यांकन करेंगी। हालाँकि, सभी मामलों में करेंट रेशियो और डीएससीआर 1.0 और उससे अधिक होगा, और एडीएससीआर 1.2 और उससे अधिक होगा।",RBI,hi,https://www.rbi.org.in/hindi/Scripts/Faqs.aspx?ID=77
"यदि 1 मार्च, 2020 को कोई ऋण खाता 30 से अधिक डीपीडी था, लेकिन बाद में अतिदेय राशि की प्राप्ति द्वारा नियमित किया गया, तो क्या ऐसे खाते इस ढांचे के तहत समाधान योजना के लिए पात्र होंगे?","ऐसे खाते समाधान ढांचे के तहत समाधान के लिए पात्र नहीं होंगे क्योंकि समाधान ढांचा केवल उन पात्र उधारकर्ताओं के लिए लागू होगा, जिन्हें मानक के रूप में वर्गीकृत किया गया था, लेकिन 1 मार्च, 2020 की स्थिति के अनुसार 30 दिनों से अधिक के लिए डिफ़ॉल्ट में नहीं थे। तथापि, ऐसे खातों का समाधान 7 जून, 2019 के विवेकपूर्ण ढ़ांचे के तहत किया जा सकता है।",RBI,hi,https://www.rbi.org.in/hindi/Scripts/Faqs.aspx?ID=77
क्या ऋण की निम्नलिखित श्रेणियों को व्यक्तिगत ऋण के रूप में वर्गीकृत किया जाएगा:,"(क) ""संपत्ति के प्रति ऋण"" वाले ऋण जो व्यावसायिक उद्देश्य के लिए लिए गए हैं लेकिन अचल आस्ति द्वारा प्रतिभूतिकृत हैं। (ख) ऐसे व्यक्तियों को दिया गया ऋण जहाँ संपत्ति व्यक्ति के नाम पर है और संबंधित कंपनी / गैर-व्यक्तिगत संस्था को ऋण संरचना में ऋण के पुनर्भुगतान के लिए आय पूरक करने के लिए में सह-उधारकर्ता के तौर पर लिया गया है। यदि नहीं, तो कोविड-19 संबंधित दबाव के लिए ऐसे ग्राहक-समूह को कहां कवर किया जाएगा ? दिनांक 04 जनवरी, 2018 के परिपत्र बैंविवि.सं.बीपी.बीसी.99/08.13.100/2017-18 के अनुसार उक्त एक्सपोजर व्यक्तिगत ऋण के रूप में पात्र नहीं हैं। ऐसे मामलों में, समाधान ढांचे के अनुबंध के भाग बी के तहत पात्र उधारकर्ताओं का समाधान किया जा सकता है।",RBI,hi,https://www.rbi.org.in/hindi/Scripts/Faqs.aspx?ID=77
"क्या समाधान ढाँचे के तहत इसे सक्रिय करने में उधारकर्ताओं को किसी विशिष्ट समाधान योजना को प्रस्तुत करने और ऋणदाताओं को 31 दिसंबर, 2020 से पहले इसे लागू करने पर सहमत होने की आवश्यकता है?","नही । समाधान ढाँचे के तहत सक्रिय किए जाने के अनुरोध के समय ऋणदाता संस्थाओं को किसी भी रूप में किसी भी प्रस्ताव योजना को प्रस्तुत करने की आवश्यकता नहीं है। बल्कि, सक्रिय किए जाने के लिए, उधारकर्ताओं को समाधान ढांचा के तहत विचार करने के लिए केवल ऋणदाता संस्थाओं को अनुरोध प्रस्तुत करना आवश्यक है। तत्पश्चात, ऋणदाता संस्थाएँ समाधान ढाँचा को सक्रिय करने के संबंध में अपने बोर्ड द्वारा अनुमोदित नीति के अनुसार, एक सैद्धांतिक निर्णय लेंगी। इस तरह सक्रिय होने के बाद, कार्यान्वित की जाने वाली समाधान योजना की विशिष्ट रूपरेखा, उधारकर्ता के परामर्श से, ऋणदाता संस्थाओं द्वारा तय की जा सकती हैं। जबकि व्यक्तिगत ऋणों के लिए समाधान योजना को सक्रिय करने की तारीख से 90 दिनों के भीतर लागू किया जाना है, अन्य सभी ऋणों के लिए सक्रिय करने की तारीख से 180 दिनों की अवधि नियत की गई है।",RBI,hi,https://www.rbi.org.in/hindi/Scripts/Faqs.aspx?ID=77
"यदि किसी उधारकर्ता के केवल मीयादी ऋण सुविधा की पुनर्रचना की गई है, तो क्या एक विशिष्ट कार्यशील पूंजी ऋणदाता को उस उधारकर्ता के संबंध में समाधान ढांचे के तहत प्रावधान बनाने की आवश्यकता है, भले ही कार्यशील पूंजी एक्सपोज़र की पुनर्रचना नहीं की गई हो?","दिनांक 6 अगस्त 2020 (समाधान ढांचा 1.0) के कोविड -19 से संबंधित दबाव के लिए समाधान ढांचे के पैरा 21 के साथ पठित पैरा 17 के अनुसार उन सभी उधार संस्थाओं के लिए आईसीए पर हस्ताक्षर करना अनिवार्य है, जिनका संबंधित उधारकर्ता (पैरा 191 के अधीन) के प्रति एक्सपोजर है। चूंकि उधारकर्ता ने खाते में दबाव के परिणामस्वरूप पुनर्रचना का विकल्प चुना है, इसलिए उधारकर्ता के प्रति सभी एक्सपोजर को पुनर्रचित माना जाएगा और कार्यशील पूंजी सुविधा सहित संपूर्ण अवशिष्ट ऋण पर प्रावधान किए जाएंगे।",RBI,hi,https://www.rbi.org.in/hindi/Scripts/Faqs.aspx?ID=77
"यदि किसी ऋणदाता के पास केवल कार्यशील पूंजी एक्सपोजर है, तो प्रावधानों को वापस लिए जाने के क्या मानदंड होंगे?","एक विशिष्ट कार्यशील पूंजी ऋणदाता के लिए, जहां एक्सपोजर मीयादी ऋण के अलावा अन्य सुविधाओं के रूप में है, वहां समाधान योजना के कार्यान्वयन के बाद एक वर्ष के लिए कार्यशील पूंजी सुविधा के संतोषजनक प्रदर्शन2 के बाद प्रावधानों को वापस लिया जा सकता है। कार्यशील पूंजी सीमा (कार्यशील पूंजी ऋण) के बकाया 'उधार घटक' के संबंध में, समाधान ढांचा 1.0 के पैराग्राफ 453 लागू होंगे, जो, निर्धारित शर्तों के अधीन, प्रत्येक चरण में अवशिष्ट/धारित ऋण के निर्धारित अनुपात के पुनर्भुगतान पर प्रावधानों के दो चरण के रिवर्सल के लिए प्रदान करता है।",RBI,hi,https://www.rbi.org.in/hindi/Scripts/Faqs.aspx?ID=77
"समाधान योजना के कार्यान्वयन के बाद, क्या अवशिष्ट ऋण की बकाया राशि में परिवर्तन के साथ आवश्यक प्रावधान बदल जाएगा, जो कि पुनर्भुगतान या अतिरिक्त राशि के वितरण के कारण उत्पन्न हो सकता है?","ऋण देने वाली संस्थाएं समाधान योजना के कार्यान्वयन के समय अवशिष्ट ऋण पर प्रावधान करेगी, जैसा कि संबंधित समाधान ढांचे में निर्धारित किया गया है। इन प्रावधानों को तब तक बनाए रखने की आवश्यकता है, जब तक कि उन्हें संबंधित समाधान ढांचे में निहित शर्तो के अनुसार वापस लिया जाए। पुनर्भुगतान या अतिरिक्त राशि के वितरण के कारण बकाया राशि में हुये परिवर्तन से प्रावधानों मे कोई बदलाव नहीं आएगा।",RBI,hi,https://www.rbi.org.in/hindi/Scripts/Faqs.aspx?ID=77
"समाधान योजना के कार्यान्वयन के बाद, क्या शेष ऋण के बकाया शेष में परिवर्तन के साथ आवश्यक प्रावधान में परिवर्तन होगा, जो किसी गैर-निधि आधारित सुविधा के निधि-आधारित सुविधा में अंतरित होने की स्थिति में उत्पन्न हो सकती है?","जैसा कि संबंधित संकल्प ढांचे में निर्धारित किया गया है, ऋण देने वाली संस्थाएं समाधान योजना के कार्यान्वयन के समय अवशिष्ट ऋण पर प्रावधान करेगी। यदि बाद मे, कोई गैर-निधि आधारित सुविधा हस्तांतरित की जाती है, तो हस्तांतरित राशि को अवशिष्ट ऋण4 के रूप में माना जाएगा और समाधान ढांचा 1.0 के पैरा 405 और 416 के प्रावधान लागू होंगे, और परिणामस्वरूप, निगरानी अवधि के मूल्यांकन को तदनुसार अद्यतन किया जाना चाहिए। संपूर्ण प्रावधान (अंतरित राशि पर प्रावधानों सहित) तब तक जारी रखे जाएंगे, जब तक कि उन्हें प्रासंगिक समाधान ढांचे में निहित प्रावधानों के संदर्भ में वापस नहीं किया जाता है।",RBI,hi,https://www.rbi.org.in/hindi/Scripts/Faqs.aspx?ID=77
भारतीय मुद्रा को क्या कहा जाता है तथा इसका प्रतीक क्या है?,"भारतीय मुद्रा का नाम भारतीय रुपया (आईएनआर) है। एक रुपया में 100 पैसे होते हैं। भारतीय रुपये का प्रतीक ""₹"" है। यह रूपरेखा (डिजाइन) देवनागरी अक्षर ""₹"" (र) तथा लैटिन के बड़े “आर/R” अक्षर के समान है जिसमें शीर्ष पर दोहरी क्षैतिज रेखा है।",RBI,hi,https://www.rbi.org.in/hindi/Scripts/Faqs.aspx?ID=79
वैध मुद्रा क्या है?,"ऐसे सिक्के अथवा बैंकनोट जिसे कानूनी रूप से कर्ज अथवा देयता के एवज में दी जा सके, वैध मुद्रा होगी। भारत सरकार द्वारा सिक्‍का निर्माण अधिनियम, 2011 की धारा 6 के तहत जारी सिक्के भुगतान अथवा अग्रिम के तौर पर वैध मुद्रा होंगे, बशर्ते कि उन्‍हें विकृत नहीं किया गया हो तथा निर्धारित वजन की तुलना में उसका वजन कम नहीं हुआ हो। एक रुपया से कम मूल्‍यवर्ग को छोड़कर किसी भी सिक्‍के को किसी एकल लेनदेन में एक हजार रुपये तक की किसी भी राशि के संबंध में वैध मुद्रा माना जाएगा। पचास पैसे (आधा रुपया) का सिक्का, दस रुपये तक की राशि के लिए वैध मुद्रा होगा। किसी को भी उल्लिखित सीमा से अधिक सिक्के स्वीकार करने के लिए बाध्य नहीं किया जा सकता, किंतु स्वेच्छा से उक्त सीमा से अधिक सिक्के स्वीकार करने पर रोक नहीं है। भारतीय रिज़र्व बैंक द्वारा जारी प्रत्‍येक बैंकनोट (₹2, ₹5, ₹10, ₹20, ₹50, ₹100, ₹200, ₹500 तथा ₹2000*), जब तक कि उसे संचलन से वापस न ले लिया जाए, उसमें उल्लिखित राशि के लिए भुगतान अथवा अग्रिम के तौर पर भारत में वैध होगा, तथा भारत सरकार द्वारा प्रत्याभूत होगा जो भारतीय रिज़र्व बैंक अधिनियम, 1934 की धारा 26 की उप-धारा (2) के प्रावधानों के अधीन होगा। भारत सरकार द्वारा जारी ₹1 के नोट भी वैध मुद्रा होंगे। महात्मा गांधी शृंखला के अंतर्गत 08 नवंबर 2016 तक जारी किए गए ₹500 तथा ₹1000 के बैंकनोट 08 नवंबर 2016 की मध्यरात्रि से वैध मुद्रा नहीं रहे। *₹2000 मूल्यवर्ग के बैंक नोट अभी भी वैध मुद्रा हैं। अधिक जानकारी के लिए 01 सितंबर 2023 के प्रेस विज्ञप्ति 2023-2024/851 का संदर्भ लें (https://www.rbi.org.in/hindi/scripts/FS_PressRelease.aspx?prid=48078&fn=2747).",RBI,hi,https://www.rbi.org.in/hindi/Scripts/Faqs.aspx?ID=79
बैंक नोटों व सिक्कों का उत्पादन/ढलाई कहाँ किया जाता/की जाती है?,"बैंक नोटों को चार मुद्रणालयों में मुद्रित किया जाता है। इसमें से दो का स्‍वामित्‍व, सिक्‍यूरिटी प्रिंटिंग एंड मिंन्टिंग कॉर्पोरेशन ऑफ इंडिया लिमिटेड (एसपीएमसीआईएल) के माध्‍यम से भारत सरकार के पास है, तथा दो का स्‍वामित्‍व उसके पूर्ण स्वामित्व वाली अनुषंगी संस्‍था, भारतीय रिज़र्व बैंकनोट मुद्रण प्राइवेट लिमिटेड (बीआरबीएनएमपीएल) के माध्‍यम से भारतीय रिज़र्व बैंक के पास है। एसपीएमसीआईएल की दो मुद्रण प्रेस नासिक (पश्चिमी भारत) तथा देवास (मध्य भारत) में स्थित हैं। बीआरबीएनएमपीएल की दो मुद्रण प्रेस मैसूर (दक्षिण भारत) तथा सालबोनी (पूर्वी भारत) में स्थित हैं। सिक्कों की ढलाई एसपीएमसीआईएल के स्वामित्व वाली चार टकसालों में की जाती है। ये टकसाल मुंबई, हैदराबाद, कोलकाता तथा नोएडा में स्थित हैं। भारतीय रिज़र्व बैंक अधिनियम की धारा 38 के अनुसार संचलन हेतु सिक्‍के सिर्फ भारतीय रिज़र्व बैंक के माध्यम से जारी किए जाते हैं।",RBI,hi,https://www.rbi.org.in/hindi/Scripts/Faqs.aspx?ID=79
